Date,CPU Utilization,CPU Power
2024-11-26 05:23:58,0.25441,3.23402
2024-11-26 05:23:59,0.25000,3.15022
2024-11-26 05:24:00,0.25000,3.17303
2024-11-26 05:24:01,0.25126,3.22397
2024-11-26 05:24:02,0.25063,3.19824
2024-11-26 05:24:03,0.25000,3.15022
2024-11-26 05:24:04,0.25000,3.10620
2024-11-26 05:24:05,0.25000,3.17303
2024-11-26 05:24:06,0.25126,3.20011
2024-11-26 05:24:07,0.25000,3.17303
2024-11-26 05:24:08,0.25250,3.20476
2024-11-26 05:24:09,0.24937,3.08104
2024-11-26 05:24:10,0.25063,3.19824
2024-11-26 05:24:11,0.24750,3.11872
2024-11-26 05:24:13,0.25313,3.20666
2024-11-26 05:24:14,0.24812,3.18990
2024-11-26 05:24:15,0.25187,3.17981
2024-11-26 05:24:16,0.25063,3.15213
2024-11-26 05:24:17,0.25000,3.15022
2024-11-26 05:24:18,0.25063,3.12989
2024-11-26 05:24:19,0.25063,3.19824
2024-11-26 05:24:20,0.25250,3.20476
2024-11-26 05:24:21,0.25000,3.15022
2024-11-26 05:24:22,0.25000,3.17303
2024-11-26 05:24:23,0.25126,2.97181
2024-11-26 05:24:24,0.25000,3.15022
2024-11-26 05:24:25,0.25000,3.12795
2024-11-26 05:24:26,0.25000,3.00478
2024-11-26 05:24:27,0.25250,3.13726
