Date,CPU Utilization,CPU Power
2024-10-24 14:01:34,0.2475,2.93775
2024-10-24 14:01:35,0.2525,3.15923
2024-10-24 14:01:36,0.25253,3.09306
2024-10-24 14:01:37,0.2475,3.07514
2024-10-24 14:01:38,0.25,3.1062
2024-10-24 14:01:39,0.25,3.1062
2024-10-24 14:01:40,0.25,3.08495
2024-10-24 14:01:41,0.25,3.08495
2024-10-24 14:01:42,0.25253,3.13582
2024-10-24 14:01:43,0.25,3.1062
2024-10-24 14:01:44,0.2525,2.9971
2024-10-24 14:01:45,0.25,3.1062
2024-10-24 14:01:46,0.25,3.08495
2024-10-24 14:01:47,0.2475,3.07514
2024-10-24 14:01:48,0.25,3.08495
2024-10-24 14:01:49,0.25,3.1062
2024-10-24 14:01:50,0.25,3.1062
2024-10-24 14:01:51,0.25253,3.13582
2024-10-24 14:01:52,0.25,3.08495
2024-10-24 14:01:53,0.25,3.1062
2024-10-24 14:01:54,0.25,3.1062
2024-10-24 14:01:55,0.25,3.0642
2024-10-24 14:01:56,0.25,3.0642
2024-10-24 14:01:57,0.25,3.08495
2024-10-24 14:01:58,0.25,3.1062
