Date,CPU Utilization,CPU Power
2024-10-24 15:58:56,0.25,2.94938
2024-10-24 15:58:57,0.2475,3.09667
2024-10-24 15:58:58,0.25253,2.84407
2024-10-24 15:58:59,0.25253,2.47609
2024-10-24 15:59:00,0.25,3.0642
2024-10-24 15:59:01,0.25,2.94938
2024-10-24 15:59:02,0.2475,3.0541
2024-10-24 15:59:03,0.25,3.00227
2024-10-24 15:59:04,0.2525,3.03483
2024-10-24 15:59:05,0.25,3.08495
2024-10-24 15:59:06,0.25,3.08495
2024-10-24 15:59:07,0.25,3.1062
2024-10-24 15:59:08,0.25,3.08495
2024-10-24 15:59:09,0.25253,3.0326
2024-10-24 15:59:10,0.2525,3.13726
2024-10-24 15:59:11,0.2475,3.0541
2024-10-24 15:59:12,0.25505,3.14533
2024-10-24 15:59:13,0.25253,2.97627
2024-10-24 15:59:14,0.25253,3.13582
2024-10-24 15:59:15,0.25,2.72345
2024-10-24 15:59:16,0.25253,3.01338
2024-10-24 15:59:17,0.25,2.91454
2024-10-24 15:59:18,0.25505,2.93615
