Date,CPU Utilization,CPU Power
2024-10-24 15:44:21,0.25253,2.95836
2024-10-24 15:44:22,0.2525,3.13726
2024-10-24 15:44:23,0.25,3.0642
2024-10-24 15:44:24,0.25,3.1062
2024-10-24 15:44:25,0.25,3.1062
2024-10-24 15:44:26,0.25,3.00478
2024-10-24 15:44:27,0.25253,3.11419
2024-10-24 15:44:28,0.25,3.1062
2024-10-24 15:44:29,0.25,3.08304
2024-10-24 15:44:30,0.25,3.08495
2024-10-24 15:44:31,0.25,3.08495
2024-10-24 15:44:32,0.2551,3.12247
2024-10-24 15:44:33,0.25,3.08495
2024-10-24 15:44:34,0.21717,1.63368
2024-10-24 15:44:35,0.25,2.32552
2024-10-24 15:44:36,0.2475,2.95602
2024-10-24 15:44:37,0.25,3.00478
2024-10-24 15:44:38,0.25,2.51678
2024-10-24 15:44:39,0.25773,2.32551
2024-10-24 15:44:40,0.2475,2.35094
2024-10-24 15:44:41,0.23485,2.3568
2024-10-24 15:44:42,0.2475,2.93775
2024-10-24 15:44:43,0.2451,2.89706
2024-10-24 15:44:44,0.25,2.84953
