cpu_usage,memory_usage
102.0,0.8
100.0,1.6
100.0,2.5
100.0,3.3
100.0,4.1
100.0,4.9
99.8,5.8
100.0,6.7
100.0,7.7
100.0,8.7
100.0,9.6
100.0,10.6
100.0,11.5
100.0,12.5
100.0,13.4
100.0,14.4
100.0,15.3
100.0,15.3
100.0,15.3
100.0,15.4
100.0,15.4
100.0,15.4
100.0,15.5
100.0,15.5
100.0,15.5
100.0,15.6
100.0,15.6
100.0,15.6
100.0,15.7
100.0,15.7
100.0,15.8
100.0,15.8
100.0,15.8
100.0,15.9
100.0,15.9
100.0,15.9
100.0,16.0
100.0,16.0
100.0,16.0
100.0,16.1
100.0,16.1
99.9,16.1
100.0,16.2
100.0,16.2
100.0,16.3
100.0,16.3
100.0,16.3
100.0,16.4
100.0,16.4
99.9,16.4
100.0,16.5
100.0,16.5
100.0,16.5
100.0,16.6
100.0,16.6
99.9,16.6
99.9,16.7
100.0,16.7
99.9,16.7
100.0,16.8
100.0,16.8
100.0,16.8
100.0,16.9
100.0,16.9
99.9,17.0
100.0,17.0
100.0,17.0
99.9,17.1
99.9,17.1
100.0,17.1
99.9,17.2
100.0,17.2
100.0,17.2
99.9,17.3
100.0,17.3
100.0,17.3
100.0,17.4
100.0,17.4
100.0,17.4
99.9,17.5
99.9,17.5
100.0,17.6
99.9,17.6
100.0,17.6
100.0,17.7
100.0,17.7
100.0,17.7
100.0,17.7
100.0,10.4
