Date,CPU Utilization,CPU Power
2024-10-24 15:51:12,0.25000,2.91454
2024-10-24 15:51:13,0.25000,3.08495
2024-10-24 15:51:14,0.24750,2.97473
2024-10-24 15:51:15,0.25250,3.09484
2024-10-24 15:51:16,0.25000,3.00478
2024-10-24 15:51:17,0.25000,2.91454
2024-10-24 15:51:18,0.25000,3.06420
2024-10-24 15:51:19,0.25000,3.12795
2024-10-24 15:51:20,0.25000,3.06420
2024-10-24 15:51:21,0.25000,3.08495
2024-10-24 15:51:22,0.25000,3.08495
2024-10-24 15:51:23,0.25000,3.08495
2024-10-24 15:51:24,0.25000,3.10620
2024-10-24 15:51:25,0.25000,2.86522
2024-10-24 15:51:26,0.25000,3.10620
2024-10-24 15:51:27,0.25253,3.11419
