Date,CPU Utilization,CPU Power
2024-10-24 13:18:33,0.25250,2.92670
2024-10-24 13:18:34,0.24750,2.99388
2024-10-24 13:18:35,0.25000,2.94938
2024-10-24 13:18:36,0.25250,2.99710
2024-10-24 13:18:37,0.25000,3.10620
2024-10-24 13:18:38,0.24750,3.01349
2024-10-24 13:18:39,0.25000,3.10620
2024-10-24 13:18:40,0.25000,3.08495
2024-10-24 13:18:41,0.25000,2.93176
2024-10-24 13:18:42,0.25000,3.08495
2024-10-24 13:18:43,0.24750,2.97473
2024-10-24 13:18:44,0.25250,3.09484
2024-10-24 13:18:45,0.25000,3.10446
2024-10-24 13:18:46,0.25000,3.06420
2024-10-24 13:18:47,0.25000,3.02413
2024-10-24 13:18:48,0.25000,2.81921
2024-10-24 13:18:49,0.25250,3.15923
2024-10-24 13:18:50,0.25000,3.00227
2024-10-24 13:18:51,0.25000,3.02413
2024-10-24 13:18:52,0.25000,3.10620
2024-10-24 13:18:53,0.24750,3.07514
2024-10-24 13:18:54,0.25250,3.11580
2024-10-24 13:18:55,0.24750,2.93775
2024-10-24 13:18:56,0.25253,3.05228
2024-10-24 13:18:57,0.25510,2.62583
2024-10-24 13:18:58,0.25000,3.06420
2024-10-24 13:18:59,0.25000,2.91454
2024-10-24 13:19:00,0.25000,2.84953
2024-10-24 13:19:01,0.25000,2.76261
2024-10-24 13:19:02,0.25000,3.06420
